ticker,company,marketCap,marketCapGroup,sector
SNBR,Sleep Number,1540174900,Small,consumergoods
PTEN,Patterson-UTI,1538827200,Small,basicmaterials
YZCAY,Yanzhou Coal,1538191800,Small,basicmaterials
PFS,Provident Financial Services,1537543700,Small,financial
MSTR,Microstrategy,1535710000,Small,technology
THRM,Gentherm,1535272400,Small,industrialgoods
VNE,Veoneer,1533964200,Small,industrialgoods
HTGC,Hercules Capital,1531827100,Small,financial
ADBCF,Adelaide Brighton,1531549000,Small,basicmaterials
NWEGF,Norwegian Finans Holding ASA,1531366400,Small,financial
EAT,Brinker International,1529946300,Small,consumergoods
TRTX,Tpg Re Finance,1529192600,Small,financial
SMUPF,Sims Metal Management,1528973200,Small,basicmaterials
CSRLF,CSR,1528421900,Small,basicmaterials
CSII,Cardiovascular Systems,1528032000,Small,healthcare
KEM,Kemet,1527178100,Small,consumergoods
RGRNF,Regis Resources,1524540000,Small,basicmaterials
BPIRY,Piraeus Bank SA,1520749400,Small,financial
SPSTF,Singapore Post,1520716100,Small,utilities
STBA,S&T Bancorp,1518312800,Small,financial
RAZFF,Razer,1516153500,Small,technology
BPMP,BP Midstream Partners,1515935100,Small,basicmaterials
DRETF,Dream Office Real Estate Investment,1514382200,Small,financial
BKUH,Bakhu Holdings,1514035100,Small,unknownsector
TGTX,TG Therapeutics,1510844200,Small,healthcare
HHILF,Shenzhen Investment Holdings Bay Area Development Company,1510028100,Small,utilities
ADUS,Addus Homecare,1510001000,Small,services
ILPT,Industrial Logistics Properties,1508288300,Small,financial
USPH,US Physical Therapy,1508098400,Small,services
SHUFF,Shufersal,1505145900,Small,industrialgoods
ALG,Alamo Group,1504858500,Small,industrialgoods
HURN,Huron Consulting,1504238400,Small,services
BCVMF,Banco Macro SA,1502622900,Small,financial
LFSYF,Lifestyle International Holdings,1501920000,Small,industrialgoods
FDP,Fresh Del Monte Produce,1500639200,Small,consumergoods
MMHTF,Miramar Hotel & Investment Co,1499383200,Small,services
BATRA,The Liberty Braves Group,1499004200,Small,services
ANDGF,AEON Delight Co,1498113000,Small,services
AIR,AAR,1497461500,Small,consumergoods
DDS,Dillard's,1496874500,Small,services
OR,Osisko Gold Royalties,1491231400,Small,basicmaterials
KRG,Kite Realty Group,1490609500,Small,financial
CORT,Corcept Therapeutics,1490224200,Small,healthcare
CBZ,CBIZ,1489681200,Small,services
LINX,Linx SA,1484782200,Small,technology
EGBN,Eagle Bancorp,1483213400,Small,financial
RCM,R1 RCM,1483046100,Small,services
SKXJF,Sankyo Co,1482080400,Small,services
HRSMF,Hiroshima Bank,1479458800,Small,financial
TEO,Telecom Argentina,1478500900,Small,technology
GLYYF,Glory,1477963300,Small,basicmaterials
VBTX,Veritex,1474728300,Small,financial
MEITF,Meitec,1465602500,Small,services
SRMGF,SpareBank 1 SMN,1464538800,Small,financial
SMCI,Super Micro Computer,1462982800,Small,consumergoods
EQT,EQT,1462278000,Small,basicmaterials
CVET,Covetrus,1460962700,Small,services
TSLX,TPG Specialty Lending,1456598700,Small,financial
EDIT,Editas Medicine,1455463300,Small,healthcare
CPLLF,COLOPL,1453944600,Small,technology
SILK,Silk Road Medical,1452535100,Small,healthcare
TNC,Tennant Co,1447842400,Small,industrialgoods
HL,Hecla Mining Company,1446976800,Small,basicmaterials
RCII,Rent-A-Center,1446063700,Small,services
GES,Guess,1446027200,Small,consumergoods
CSVI,Computer Services,1443624000,Small,technology
OLMXF,Aleatica SAB de CV,1443433900,Small,industrialgoods
SPGYF,Whitecap Resources,1441573800,Small,basicmaterials
IUSDF,AS ONE,1441123300,Small,services
DIN,Dine Brands Global,1440081900,Small,services
TMOAF,TomTom,1439552800,Small,consumergoods
MGYTF,Magyar Telekom Telecommunications,1438981200,Small,services
SWTX,Springworks Therapeutics,1436830500,Small,healthcare
XTPEF,Xtep International Holdings,1435747900,Small,consumergoods
SFL,Ship Finance International,1435517400,Small,services
BCC,Boise Cascade,1434706600,Small,basicmaterials
LZB,LaZBoy,1433698500,Small,consumergoods
INVA,Innoviva,1432591500,Small,healthcare
CDHSF,CDL Hospitality Trusts,1430844400,Small,financial
FBBPF,"Prologis Property Mexico, S.A. de C.V.",1430741000,Small,financial
PYTCY,Playtech,1430598400,Small,technology
SBCF,Seacoast Banking Of Florida,1429140300,Small,financial
BHLB,Berkshire Hills,1429039700,Small,financial
GUNGF,Gungho Online Entertainment,1428612200,Small,services
EPAC,Actuant,1427436000,Small,industrialgoods
USNA,USANA Health,1426929600,Small,consumergoods
CNST,Constellation Pharmaceuticals,1425535400,Small,healthcare
LRCDF,Laurentian Bank,1425140600,Small,financial
MNR,Monmouth Real Estate Investment,1424596500,Small,financial
MMI,Marcus & Millichap,1421665600,Small,financial
SAFT,Safety Insurance Group,1420404700,Small,financial
CDE,Coeur Mining,1419085700,Small,basicmaterials
GCHEF,Grupo Comercial Chedraui SAB de CV,1417986000,Small,industrialgoods
INFN,Infinera,1417495500,Small,consumergoods
RAFLF,Raffles Medical Group,1416622500,Small,healthcare
CASH,Meta Financial Group,1416245600,Small,financial
SYKE,Sykes Enterprises,1413728100,Small,technology
UBOPF,Union Bank of the Philippines,1413425200,Small,financial
SDC,SmileDirectClub,1411540100,Small,healthcare
FXCNF,FIH Mobile,1410916000,Small,technology
SRG,Seritage Growth Properties,1409795000,Small,financial
AFIN,American Finance,1408190800,Small,financial
BUSE,First Busey,1405885700,Small,financial
VNOM,Viper Energy,1405852500,Small,basicmaterials
VCTR,Victory Capital Holdings,1405584900,Small,financial
HLIO,Helios Technologies,1404488500,Small,industrialgoods
MDRX,Allscripts,1402842200,Small,technology
SCWTF,Schweiter Technologies AG,1400310200,Small,basicmaterials
NNCSF,Nanosonics,1400218200,Small,healthcare
NRDXF,Nordex,1398587900,Small,industrialgoods
STNG,Scorpio Tankers,1398324700,Small,services
SAH,Sonic Automotive,1395829200,Small,services
CWAFF,China Water Affairs Group,1393420900,Small,utilities
VCMMF,Vocus Group,1391733000,Small,services
BEST,BEST,1391096400,Small,services
EQGPF,Equitable Group,1389405800,Small,financial
CGJTF,Cargojet,1388520200,Small,services
DDD,3D Systems,1386709900,Small,consumergoods
CTB,Cooper Tire Rubber,1386082100,Small,consumergoods
CNXN,PC Connection,1384747900,Small,technology
MRCHF,Miraca Holdings,1384691800,Small,healthcare
FFG,Fbl Financial Group,1382574100,Small,financial
EIG,Employers Holdings,1382043600,Small,financial
PLAY,Dave & Busters Entertainment,1379669200,Small,services
FOCS,Focus Financial Partners,1376094700,Small,financial
SWAV,Shockwave Medical,1375643100,Small,healthcare
FCF,First Commonwealth,1372435500,Small,financial
ELKEF,Elkem ASA,1371891600,Small,basicmaterials
CODI,Compass Diversified Holdings,1371710000,Small,financial
VCYT,Veracyte,1371427200,Small,healthcare
NMFC,New Mountain Finance,1366378300,Small,financial
WHD,Cactus,1365958000,Small,utilities
SPPJY,Sappi,1365079100,Small,consumergoods
CHRS,Coherus Biosciences,1364710300,Small,healthcare
GIII,G-III Apparel Group,1363969000,Small,consumergoods
SMMCF,Summit Industrial Income REIT,1363336700,Small,financial
MXL,Maxlinear,1361901000,Small,consumergoods
EGOV,NIC,1360789800,Small,technology
IRBT,iRobot,1360400500,Small,consumergoods
HA,Hawaiian Holdings,1360020500,Small,services
DRNA,Dicerna Pharma,1359039700,Small,healthcare
SPH,Suburban Propane,1358091600,Small,utilities
NGL,NGL Energy Partners,1357224000,Small,basicmaterials
TRHC,Tabula Rasa HealthCare,1356281400,Small,technology
JRHIF,Japan Rental Housing Investments,1353049500,Small,financial
CNX,CNX Resources,1352850000,Small,basicmaterials
IRT,Independence Realty,1352517600,Small,financial
AVNS,Avanos Medical,1350639200,Small,healthcare
BDNHF,Brewin Dolphin,1350452000,Small,financial
ACNDF,Ascendas India,1349058600,Small,financial
BDTX,Black Diamond Therapeutics,1348886000,Small,healthcare
MDGL,Madrigal Pharmaceuticals,1348648900,Small,healthcare
HCTPF,Hutchison Port Holdings,1348478300,Small,utilities
TWOU,2U,1347616700,Small,technology
YMAB,Y-Mabs Therapeutics,1346792800,Small,healthcare
ENDP,Endo International,1344781700,Small,healthcare
MDP,Meredith,1343748400,Small,services
UVV,Universal,1342888600,Small,consumergoods
TTALF,Terveystalo Oy,1341815800,Small,healthcare
PRKWF,Parkway Life Real Estate Investment,1337054400,Small,financial
LK,Luckin Coffee,1336962500,Small,unknownsector
VRTU,Virtusa,1336102400,Small,technology
CVGW,Calavo Growers,1335812400,Small,consumergoods
SOLTF,Sosei Group,1334592300,Small,healthcare
GRCLF,Graincorp,1334218800,Small,services
STFC,State Auto Financial,1331285300,Small,financial
CRNCY,Cairn Energy,1331227200,Small,basicmaterials
TRS,Trimas,1329484500,Small,industrialgoods
NFRMY,Nufarm,1328736500,Small,basicmaterials
STBMF,St Barbara,1328405900,Small,basicmaterials
SCWX,SecureWorks,1328094200,Small,technology
PHCRF,Healius,1326440500,Small,healthcare
VVI,Viad,1325255200,Small,services
PLMR,Palomar Holdings,1324768400,Small,financial
ARRJF,Arjo AB,1323713300,Small,services
PBFX,PBF Logistics,1322787000,Small,basicmaterials
DLPH,Delphi Technologies,1322065900,Small,consumergoods
UNJCF,Unicaja Banco SA,1320446000,Small,financial
IAG,IAMGOLD,1319760000,Small,basicmaterials
GRGSF,Grieg Seafood ASA,1319686300,Small,industrialgoods
AVYA,Avaya Holdings,1317609100,Small,industrialgoods
SKT,Tanger Factory,1317222700,Small,financial
TMP,Tompkins,1315168200,Small,financial
TRQ,Turquoise Hill Resources,1314038400,Small,basicmaterials
MIXIF,Mixi,1313343500,Small,technology
AMSF,Amerisafe,1312593000,Small,financial
GTY,Getty Realty,1312251900,Small,financial
FLTDF,Flow Traders,1311458200,Small,financial
FPAFF,First Pacific Co,1311211500,Small,financial
FUJSF,Fuji Seal International,1310624400,Small,industrialgoods
KSPHF,Kissei Pharmaceutical Co,1308056400,Small,healthcare
HISJF,H.I.S.Co.,1305640700,Small,unknownsector
TPHIF,Top Frontier Investment Holdings,1304783800,Small,unknownsector
DY,Dycom,1304147900,Small,basicmaterials
FSCT,Forescout Technologies,1303150200,Small,technology
VKPPF,Vukile Property,1302285600,Small,financial
STMP,Stamps,1302234000,Small,technology
DIDAY,Distribuidora Internacional de Alimentación SA,1302206100,Small,consumergoods
ODP,Office Depot,1300631900,Small,services
SNDVF,Scandinavian Tobacco Group,1300210600,Small,consumergoods
ZLDPF,Zealand Pharma,1299257000,Small,healthcare
OII,Oceaneering International,1298950900,Small,basicmaterials
KRO,Kronos Worldwide,1295302400,Small,consumergoods
JOE,St Joe Company,1292861700,Small,financial
IIPR,Innovative Industrial Properties,1291509500,Small,financial
NHC,National Healthcare,1291391700,Small,services
CCO,Clear Channel Outdoor,1291030500,Small,services
CGIUF,ESR-REIT,1290308400,Small,financial
CKOCF,CHUDENKO,1289958700,Small,industrialgoods
ZEAL,Zealand Pharma,1288459900,Small,healthcare
UNIT,Uniti Group,1287218200,Small,financial
HLX,Helix Energy,1287197800,Small,basicmaterials
ATRI,Atrion,1285681900,Small,healthcare
CIMEF,CIMC Enric Holdings,1285628500,Small,basicmaterials
MDIKF,Modec,1284161800,Small,industrialgoods
GVA,Granite Construction,1282105600,Small,basicmaterials
RLGY,Realogy,1280619200,Small,financial
FANH,Fanhua American Depositary Shares,1280360900,Small,financial
OCFC,Oceanfirst Financial,1279618800,Small,financial
CTMLF,Corporate Travel Management,1279328200,Small,services
EVA,Enviva,1279061100,Small,consumergoods
NFH,New Frontier Health,1279045800,Small,financial
IIJIY,Internet Initiative Japan,1279024600,Small,technology
SGRB,SigmaBroadband Co,1278791200,Small,services
CSIQ,Canadian Solar,1274996700,Small,industrialgoods
JLFNF,Japan Lifeline Co,1274876900,Small,healthcare
PATK,Patrick Industries,1273988000,Small,industrialgoods
RKGXF,Road King Infrastructure,1273872900,Small,financial
XZJCF,Mitsui Mining and Smelting Company,1270619600,Small,basicmaterials
JRVR,James River Group,1267280400,Small,financial
SIG,Signet Jewelers,1265750500,Small,services
AROC,Archrock,1265410300,Small,basicmaterials
CHCO,City Holding Company,1261611800,Small,financial
KAI,Kadant,1260096900,Small,industrialgoods
MEI,Methode Electronics,1257755800,Small,consumergoods
RVNC,Revance Therapeutics,1257036000,Small,healthcare
KNL,Knoll,1256818800,Small,industrialgoods
NXTC,NextCure,1256340500,Small,healthcare
PLUG,Plug Power,1255920400,Small,consumergoods
REZI,Resideo Technologies,1251515400,Small,technology
TLDN,Telidyne,1250065000,Small,unknownsector
BRKL,Brookline Bancorp,1249109400,Small,financial
ATSG,Air Transport Services,1246812000,Small,services
NFTGF,NuFlare Technology,1245825300,Small,technology
REAL,RealReal,1244827400,Small,industrialgoods
CBLUF,China BlueChemical,1244700000,Small,industrialgoods
ARESF,Artis Real Estate Investment,1244648100,Small,financial
CRTX,Cortexyme,1242173500,Small,healthcare
MHO,M/I Homes,1241669200,Small,consumergoods
SASR,Sandy Spring Bancorp,1241435000,Small,financial
QFIN,360 Finance,1236878600,Small,financial
ERRPF,Ero Copper,1236537300,Small,basicmaterials
KAKKF,Kawasaki Kisen Kaisha,1235858000,Small,utilities
TROX,TRONOX,1235853200,Small,consumergoods
PTLKF,PT Lippo Karawaci Tbk,1235358200,Small,financial
PLOW,Douglas Dynamics,1234349200,Small,industrialgoods
BKD,Brookdale,1234206800,Small,services
BPR,Brookfield Property REIT,1231900700,Small,financial
SBSI,Southside Bancshares,1231157200,Small,financial
PIPR,Piper Sandler,1231138500,Small,financial
NHPEF,New Hope,1230927800,Small,unknownsector
SUPN,Supernus Pharmaceuticals,1229732700,Small,healthcare
SPNS,Sapiens International,1229267300,Small,technology
NPO,Enpro Industries,1229165800,Small,industrialgoods
SPRBF,Sparebank 1 Ostlandet,1227798000,Small,financial
PRDO,Perdoceo Education,1227374900,Small,services
ORTX,Orchard Therapeutics,1226365100,Small,healthcare
OXM,Oxford Industries,1226028000,Small,consumergoods
QADA,QAD,1223723100,Small,technology
CALZF,Polynovo,1223012800,Small,healthcare
LKFN,Lakeland Financial,1221448400,Small,financial
ITCI,Intra-Cellular Therapies,1221434800,Small,healthcare
BKE,Buckle,1220780000,Small,services
DENN,Denny's,1220454200,Small,services
KREF,Kkr Real Estate Finance,1219299300,Small,financial
NXRT,NexPoint Residential,1219155800,Small,financial
RCKT,Rocket Pharmaceuticals,1218610200,Small,healthcare
SRCE,1St Source,1218309800,Small,financial
HCAT,Health Catalyst,1217070600,Small,technology
RDWR,Radware,1215518400,Small,consumergoods
DLNDY,D&L Industries,1214284500,Small,consumergoods
IGMS,IGM Biosciences,1214119300,Small,healthcare
CKNHF,Clarkson,1210136000,Small,services
JPTXF,Japan Petroleum Exploration Co,1209346900,Small,unknownsector
FLLZ,Fellazo,1207696000,Small,financial
BOOT,Boot Barn,1207114600,Small,services
JPSWF,Japan Steel Works,1205880500,Small,basicmaterials
CNLLF,Central China Real Estate,1205217200,Small,financial
HRI,Herc Holdings,1203894900,Small,financial
HUYA,Huya,1203702200,Small,services
ECOL,US Ecology,1203635300,Small,basicmaterials
SHTGF,Shun Tak Holdings,1201780000,Small,utilities
APHA,Aphria,1201408000,Small,healthcare
OCANF,OceanaGold,1201085300,Small,basicmaterials
INN,Summit Hotel Properties,1199932600,Small,financial
LONKF,Lonking Holdings,1198428000,Small,basicmaterials
TOGL,Toga,1197253700,Small,unknownsector
CFRX,ContraFect,1195903800,Small,healthcare
USNZY,Usiminas,1195611300,Small,basicmaterials
EFSC,Enterprise Financial Services,1192842400,Small,financial
OXINF,Oxford Instruments,1191134900,Small,consumergoods
EVOP,Evo Payments,1189514500,Small,technology
APLT,Applied Therapeutics,1186131200,Small,healthcare
MYOV,Myovant Sciences,1183762800,Small,healthcare
CFPZF,Canfor,1183269500,Small,unknownsector
FOE,Ferro,1182798200,Small,consumergoods
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,1182780000,Small,services
SCHL,Scholastic,1182604500,Small,services
RVLV,Revolve Group,1182532200,Small,unknownsector
DAHSF,Dah Sing Financial Holdings,1182427500,Small,financial
MED,Medifast,1181634600,Small,services
NOVA,Sunnova Energy International,1175734000,Small,unknownsector
SDDFF,Ternium Argentina SA,1174443400,Small,basicmaterials
WIRE,Encore Wire,1170937300,Small,industrialgoods
MRTN,Marten Transport,1170097200,Small,services
JFU,9F,1166883900,Small,technology
IHRT,iHeartMedia,1165641500,Small,unknownsector
TGRNF,Tong Ren Tang Technologies Co,1165509800,Small,healthcare
WDR,Waddell & Reed,1164552200,Small,financial
BHE,Benchmark Electronics,1163803100,Small,consumergoods
DSKIF,Daiseki Co,1163575200,Small,industrialgoods
CHEF,The Chefs' Warehouse,1163573900,Small,services
SMP,Standard Motor Products,1163445400,Small,consumergoods
HSC,Harsco,1163398400,Small,industrialgoods
NP,Neenah Paper,1163261700,Small,consumergoods
MTRN,Materion,1162154900,Small,basicmaterials
COOP,Mr Cooper Group,1161359300,Small,financial
TSE,Trinseo,1161116800,Small,consumergoods
MSEX,Middlesex Water Company,1160381700,Small,utilities
RPT,RPT Realty,1159813900,Small,financial
ACH,Aluminum Of China,1159528600,Small,basicmaterials
AINV,Apollo Investment Corp,1158565900,Small,financial
TRUP,Trupanion,1156396200,Small,financial
CITAF,COSCO SHIPPING Development Co,1156240000,Small,utilities
CPE,Callon,1155785300,Small,basicmaterials
CLS,Celestica,1154531800,Small,consumergoods
UFCS,United Fire Group,1152473300,Small,financial
MLAB,Mesa Laboratories,1151879800,Small,healthcare
KEN,Kenon Holdings,1151207100,Small,utilities
PMDKF,PT Mitra Adiperkasa Tbk,1151156200,Small,industrialgoods
BJCLF,Beijing Capital Land,1150664900,Small,financial
SLCJF,SLC Agricola SA,1150483400,Small,industrialgoods
SAND,Sandstorm Gold,1150131400,Small,financial
UMTAF,Genertec Universal Medical Group Company,1149921000,Small,financial
HUABF,Huabao International Holdings,1149900800,Small,industrialgoods
REV,Revlon,1149798800,Small,consumergoods
TOPCF,Topcon,1149420700,Small,healthcare
ARLP,Alliance Resource,1148044800,Small,basicmaterials
GPRK,GeoPark,1145870000,Small,basicmaterials
BFS,Saul Centers,1145298000,Small,financial
CHNVF,China Youzan,1145242600,Small,services
TCBK,Trico Bancshares,1144344800,Small,financial
ARR,ARMOUR Residential REIT,1143999500,Small,financial
MSC,Studio City International Holdings,1143847500,Small,services
TLKGY,Telkom SA SOC,1142883500,Small,technology
TCNNF,Trulieve Cannabis,1142743200,Small,healthcare
GNMLF,Genomma Lab Internacional SAB de CV,1142320000,Small,healthcare
CETV,Central European,1141231500,Small,services
BCOR,Blucora,1138903600,Small,technology
LNN,Lindsay,1136770700,Small,industrialgoods
XTEG,XT Energy Group,1131119500,Small,services
RAVN,Raven,1130731200,Small,industrialgoods
PLHNF,PAUL HARTMANN AG,1129584000,Small,healthcare
TLND,Talend SA,1127552000,Small,technology
SY,So-Young International,1126633500,Small,unknownsector
BROG,Twelve Seas Investment Co,1126564600,Small,financial
CRY,Cryolife,1125495000,Small,healthcare
PAHC,Phibro Animal Health,1121384900,Small,consumergoods
NICFF,Nichias,1121080100,Small,basicmaterials
PLFRY,Palfinger AG,1120844200,Small,industrialgoods
RDNT,Radnet,1120448200,Small,services
PCELF,PowerCell Sweden AB,1119847400,Small,utilities
FBK,FB Financial,1118811800,Small,financial
RPAY,Repay Holdings,1116060000,Small,financial
SGLMF,Starhill Global Real Estate Investment,1115319000,Small,financial
TORXF,Torex Gold Resources,1115116000,Small,basicmaterials
FRTCF,Far East Consortium International,1114398200,Small,financial
PHR,Phreesia,1113514700,Small,technology
ATNX,Athenex,1112796300,Small,healthcare
AKO.A,Embotelladora Andina SA,1111795300,Small,consumergoods
MDPHF,Monadelphous Group,1110884600,Small,industrialgoods
SHTRF,Sunlight Real Estate Investment,1109781300,Small,financial
ARZTY,Aryzta AG,1109460800,Small,consumergoods
PLUS,Eplus,1107762100,Small,financial
BE,Bloom Energy,1107694500,Small,utilities
GMS,GMS,1106941500,Small,services
MTYFF,MTY Food Group,1106435700,Small,services
SKKAF,SK Kaken Co,1105495300,Small,industrialgoods
AZZ,AZZ,1105491200,Small,industrialgoods
AASZF,Atlantic Sapphire AS,1104779600,Small,industrialgoods
NVMI,Nova Measuring,1104617500,Small,consumergoods
TCMD,Tactile Systems Technology,1104194800,Small,healthcare
KPTI,Karyopharm Therapeutics,1103220300,Small,healthcare
AXL,American Axle,1102264800,Small,industrialgoods
MDOMF,Mandom,1101882600,Small,consumergoods
PTLA,Portola Pharma,1101096800,Small,healthcare
PJT,PJT Partners,1098893600,Small,financial
NTUS,Natus Medical,1098379800,Small,healthcare
NGM,NGM Biopharmaceuticals,1097807800,Small,healthcare
RETDF,REIT 1,1096557300,Small,financial
KATOF,Kato Sangyo Co,1096246700,Small,services
PRIM,Primoris Services,1094583500,Small,basicmaterials
GSAH,GS Acquisition Holdings,1094512500,Small,industrialgoods
ECPG,Encore Capital,1091413300,Small,financial
NEX,Nextier Oilfield Solutions,1091072900,Small,basicmaterials
MATW,Matthews International,1090632000,Small,services
CNR,Cornerstone Building Brands,1089912900,Small,industrialgoods
DNOW,Now,1089088000,Small,services
PRISY,Promotora De Informaciones Sa,1088821600,Small,services
PTITF,PT Indosat Tbk,1086786000,Small,unknownsector
WEBJF,Webjet,1086164000,Small,services
AIABF,AirAsia Group Bhd,1086140300,Small,utilities
CRK,Comstock Resources,1084997100,Small,basicmaterials
ERF,Enerplus,1084328200,Small,basicmaterials
VREX,Varex Imaging,1083413600,Small,healthcare
CSWI,CSW Industrials,1082173600,Small,consumergoods
SWM,Schweitzer-Mauduit International,1080777100,Small,consumergoods
BIG,Big Lots,1079929400,Small,services
GKSDF,Grupo KUO SAB de CV,1079168600,Small,basicmaterials
HHR,Headhunter Group,1077500000,Small,unknownsector
BEIJF,Beijing North Star Company,1077446400,Small,financial
ENTA,Enanta Pharmaceuticals,1075484900,Small,healthcare
FBNC,First Bancorp,1074220300,Small,financial
EBIX,Ebix,1074069100,Small,financial
EMCHF,EML Payments,1073882700,Small,financial
BOMXF,Bolsa Mexicana de Valores SAB de CV,1073310100,Small,financial
PLT,Plantronics,1072942100,Small,consumergoods
GLNG,Golar LNG,1071754000,Small,services
EVRI,Everi Holdings,1068391200,Small,services
DBI,Designer Brands,1067620700,Small,services
REGI,Renewable Energy Group,1065275800,Small,consumergoods
HCC,Warrior Met Coal,1064340500,Small,basicmaterials
RSTAF,RIB Software SE,1063892000,Small,technology
TCLHF,TCL Electronics Holdings,1063449000,Small,services
PHMMF,Pharma Mar SA,1061918400,Small,healthcare
MODN,Model N,1061214500,Small,technology
LMNX,Luminex,1060524100,Small,healthcare
TGI,Triumph Group,1058796900,Small,consumergoods
ODT,Odonate Therapeutics,1058772000,Small,healthcare
BITA,Bitauto Holdings,1056007300,Small,technology
TPVTF,TPV Technology,1055538000,Small,technology
CORE,Core-Mark Holding Company,1055331700,Small,services
SPT,Sprout Social,1053721900,Small,technology
TVTY,Tivity Health,1052508400,Small,services
CDNA,CareDx,1051988400,Small,healthcare
TPRE,Third Point,1049621900,Small,financial
DIPGY,Datang INTL PWR,1049499000,Small,utilities
AUHEF,Anhui Expressway Company,1049070800,Small,utilities
EGO,Eldorado Gold,1049018400,Small,basicmaterials
SSYS,Stratasys,1049001000,Small,consumergoods
MESO,Mesoblast,1048998600,Small,healthcare
SSP,EW Scripps,1047845400,Small,services
MOTUY,Motus Holdings,1045962100,Small,unknownsector
NEXA,Nexa Resources SA,1044350700,Small,basicmaterials
TALO,Talos Energy,1043292200,Small,utilities
SLCJY,SLC Agricola SA,1043252000,Small,consumergoods
VAL,Valaris,1042811800,Small,basicmaterials
NBHC,National Bank Holdings,1041311800,Small,financial
CYBQF,CYBERDYNE,1039135900,Small,healthcare
RSTAY,RIB Software AG,1037822500,Small,technology
TBK,Triumph Bancorp,1037295800,Small,financial
KRNY,Kearny Financial,1036047600,Small,financial
MKMLF,Makino Milling Machine Co,1034950500,Small,basicmaterials
MGPPF,Megaport,1034511600,Small,technology
IMAX,IMAX,1033366300,Small,services
PTIZF,PT Indo Tambangraya Megah Tbk,1032950100,Small,unknownsector
FORTY,Formula Systems,1032212300,Small,technology
OPK,Opko Health,1031681600,Small,healthcare
OFG,OFG Bancorp,1031577900,Small,financial
RUSMF,Russel Metals,1029566200,Small,financial
LORL,Loral Space And Communications,1029130900,Small,services
UPLD,Upland Software,1028880500,Small,technology
SG,Sirius International Insurance Group,1028467100,Small,financial
RTBRF,Restaurant Brands New Zealand,1028026600,Small,services
MAXR,Maxar Technologies,1027614000,Small,technology
PAM,Pampa Energia SA,1027449700,Small,utilities
DERM,Dermira,1027172100,Small,healthcare
EVER,EverQuote,1026954200,Small,financial
TGP,Teekay LNG Partners,1026875000,Small,services
VITOF,Vitro SAB de CV,1025170500,Small,industrialgoods
ETRZF,Electra,1024872400,Small,industrialgoods
HEES,H&E Equipment Services,1023488900,Small,financial
BCSF,Bain Capital Specialty Finance,1023186500,Small,financial
VPGLF,Value Partners Group,1021221500,Small,financial
OFLX,Omega Flex,1019393100,Small,industrialgoods
CMLLF,China Maple Leaf Educational Systems,1018334000,Small,services
FMBL,Farmers and Merchants Bank of Long Beach,1017870000,Small,financial
HUD,Hudson,1017201900,Small,services
UPWK,Upwork,1016626700,Small,technology
FLWS,1-800 Flowers,1016013300,Small,services
RCEL,Avita Medical,1015331700,Small,healthcare
BVNRY,Bavarian Nordic,1014790500,Small,healthcare
LYSCF,Lynas,1014686400,Small,basicmaterials
DBMBF,FIBRA Macquarie Mexico,1014552500,Small,financial
MEOBF,Mesoblast,1013779200,Small,healthcare
GPMT,Granite Point Mortgage,1013687100,Small,financial
KRYS,Krystal Biotech,1012518000,Small,healthcare
LC,LendingClub,1011766800,Small,financial
ANF,Abercrombie Fitch,1011497800,Small,services
AXNX,Axonics Modulation Technologies,1010965500,Small,healthcare
HTCKF,HTC,1009603700,Small,consumergoods
VESTF,Corporacion Inmobiliaria Vesta SAB de CV,1006718600,Small,financial
CEBUF,Cebu Air,1003531400,Small,utilities
WMK,Weis Markets,1001965400,Small,services
STC,Stewart Information Services,1000672500,Small,financial
INGN,Inogen,999149200,Small,healthcare
PARR,Par Pacific Holdings,999072600,Small,basicmaterials
CLOEF,Cloetta AB,998621700,Small,consumergoods
CTS,CTS,996969200,Small,consumergoods
NSTG,NanoString Tech,996911500,Small,healthcare
FMMFF,Fuji,995657200,Small,basicmaterials
HGYMF,Hogy Medical Co,993199900,Small,services
AMBC,Ambac Financial,993077200,Small,financial
DESP,Despegar,992577800,Small,services
VSLR,Vivint Solar,991354600,Small,industrialgoods
CRTO,Criteo SA,990603500,Small,technology
AHH,Armada Hoffler Properties,989703800,Small,financial
OEC,Orion Engineered,987480100,Small,consumergoods
CHK,Chesapeake Energy,987241600,Small,basicmaterials
CNGO,Cengage Learning Holdings II,984076200,Small,services
MSGN,MSG Networks,983436100,Small,services
COHU,Cohu,981718100,Small,technology
NRYYF,Norway Royal Salmon ASA,981549600,Small,services
SWDHF,Skyworth Digital Holdings,979497600,Small,technology
COFUF,Coronation Managers,979437200,Small,financial
MTLS,Materialise,978479800,Small,technology
SM,SM Energy,978470200,Small,basicmaterials
SP,SP Plus,977856900,Small,services
ADVV,Adveco Group,976666500,Small,industrialgoods
BPFH,Boston Private Fin,976293800,Small,financial
HFWA,Heritage Financial,976262500,Small,financial
WTBFB,W.T.B. Financial,973795600,Small,financial
PUMP,Propetro Holding,973069800,Small,basicmaterials
CTTRF,Controladora Vuela Compania de Aviacion SAB de CV,972669400,Small,utilities
UCTT,Ultra Clean Holdings,972460600,Small,consumergoods
MCRI,Monarch Casino & Resort,971003400,Small,services
NWLI,National Western Life Insurance,970632000,Small,financial
FOR,Forestar Group,970585200,Small,financial
